Text,label 1,label 2,accident_predicted,ner_locations
"পার্বত্য চট্টগ্রামের রাঙ্গামাটি জেলার জুরাছড়ি উপজেলার রাজমনিপাড়া এলাকায় গতকাল সন্ধ্যা আনুমানিক ৭টা ৪৫ মিনিটে স্থানীয় নারী, পুরুষ ও শিশুসহ কয়েকজন যাত্রী বহনকারী একটি অতিরিক্ত বোঝাই নৌযান হঠাৎ ডুবে যায়।",1,waterway,1,"['রা', 'গামা', 'টি', 'জেলার', 'জরা', 'ডি']"
নাইক্ষ্যংছড়ি সীমান্তে ইয়াবাসহ তঞ্চঙ্গ্যা যুবক আটক।,1,crime,1,"['নাই', 'কষ', 'ডি']"
"ইউপিডিএফ নেতা ধর্ম শিং চাকমা–কে গুলি করে হত্যা, থামছেনা স্বজনদের আহাজারি।",1,crime,1,[]
লামায় চাঁদার জন্যে রাবার ব্যবসায়ী পরিবারের ওপর হামলা ও লুটপাটের অভিযোগ |,1,crime,1,['লামা']
"বান্দরবান পৌরসভার স্বর্ণমন্দির এলাকায় মুদির দোকানে আগুন, দগ্ধ ব্যবসায়ী",1,natural disaster,1,"['বান', 'দর']"
"বান্দরবানে বিজিবির অভিযানে পিস্তল-গুলি উদ্ধার, রোহিঙ্গাসহ আটক–২ |",1,crime,1,"['বান', 'দর']"
নাইক্ষ্যংছড়ি সীমান্তে বিজিবির অভিযানে মাইনসহ বিপুল পরিমাণ বিস্ফোরক উদ্ধার |,1,crime,1,"['নাই', 'কষ', 'ডি']"
নাইক্ষ্যংছড়িতে অগ্নিকান্ডে এক বসতবাড়ি পুড়ে ছাই।,1,natural disaster,1,"['নাই', 'কষ', 'ডি']"
"বান্দরবানে অর্ধশতক পর্যটক নিয়ে বাস খাদে, আহত অন্তত ১৫ |",1,crime,1,"['বান', 'দর']"
খাগড়াছড়ির ব্যাঙ মারায় ঘটে গেল মর্মাহতির একটি দুর্ঘটনা বাগেরহাট থেকে আনুমানিক নয়টায় চট্টগ্রামের উদ্দেশ্যে ছেড়ে আসা শান্তি গাড়ির সাথে আছে পরিমাণ কাবার ব্যন এসএ পরিবহনের ড্রাইভার এর অবস্থা খুবই গুরুতর,1,road accident,1,[]
​আজ খাগড়াছড়ির আলুটিলা এলাকায় যাত্রীবাহী শান্তি পরিবহন এবং একটি মাহিন্দ্র গাড়ির মধ্যে মুখোমুখি সংঘর্ষের ঘটনা ঘটেছে। এই ভয়াবহ দুর্ঘটনায় মাহিন্দ্র গাড়িতে থাকা যাত্রীরা গুরুতর আহত হয়েছেন।,1,road accident,1,"['আজ', 'খাগ', 'ডা', 'ডির', 'আল', 'টিলা']"
চট্টগ্রাম-খাগড়াছড়ি মহাসড়কের ফটিকছড়ি পেলাগাজির দিঘি এলাকায় ভ'য়াবহ সড়ক দুর্ঘটনায় ঘটনাস্থলেই অন্তত ৫ জন নিহতের খবর পাওয়া গেছে। ইফতারের আধঘন্টা আগে এই দুর্ঘটনা ঘটে।,1,road accident,1,"['খাগ', 'ডা', 'ডি', 'মহা', 'সড', 'কে', 'ফটিক']"
রাঙ্গামাটির কাপ্তাইয়ে বন্যহাতির আক্রমণে মংখ্য চিং মারমা নামে একজনের মৃ-ত্যু ||,1,wildlife attack,1,"['কাপ', 'তাই']"
"কাপ্তাই-আসাম্বস্তি সড়কে বন্যহাতির আক্রমণে আহত সবিতা চাকমা চিকিতসাধীন অবস্থায় মারা গেছেন, এনিয়ে দুই জন নিহত, মমার্ন্তিক ঘটনা",1,wildlife attack,1,"['কাপ', 'তাই']"
জুরাছড়িতে নৌকাডুবি: সেনাবাহিনীর দ্রুত তৎপরতায় ১১ জনকে জীবিত উদ্ধার,1,waterway,1,"['জরা', 'ডি']"
মহালছড়িতে পানিতে ডুবে শিশুর মৃত্যু,1,waterway,1,"['মহাল', 'ডি']"
রামগড় উপজেলার কালাডেবা সুইট গেটে পানিতে ডুবে মৃত্যু,1,waterway,1,"['রাম', 'গড']"
পানছড়িতে পানিতে ডুবে দুই ভাইবোন সহ ৩ শিশুর মৃত্যু,1,waterway,1,"['পান', 'ডি']"
"খাগড়াছড়ি জেলা সদরের সবুজ বাগ এলাকার বাসিন্দা আনোয়ার মুন্সির বাড়িতে ঢুকে, তার স্ত্রীকে একা পেয়ে গলায় ছুরি বসিয়ে ডাকাতির চেষ্টা।",1,crime,1,"['খাগ', 'ডা', 'ডি']"
আজ বিকেলে বান্দরবান জেলার থানচি উপজেলার ২৬ কিলোতে পর্যটকবাহী হাইক্স গাড়ি খুব বাজে ভাবে এক্সিডেন্ট হয়েছে,1,road accident,1,"['বান', 'দর', 'থানচি']"
ঢাকা থেকে বান্দরবানে আসা পর্যটকবাহী বাস আজ: ২২ই মার্চ (রবিবার) ভোরে বান্দরবান বিশ্ববিদ্যালয় সংলগ্ন QB রিসোর্ট এলাকায় গভীর খাদে পড়ে যায়। এ ঘটনায় বেশ কয়েকজন আহত হওয়ার খবর পাওয়া গেলেও নিহতের খবর পাওয়া যায়নি।,1,road accident,1,"['বান', 'দর']"
"ঢাকা থেকে বান্দরবানগামী সৌদিয়া পরিবহন ভোরে কেরানীহাট বান্দরবান সড়কের সুয়ালক নামক জায়গায় ভয়াবহ এক্সিডেন্ট করে রাস্তা থেকে গভীর খাঁদে পড়ে যায়, ভোর রাত থাকার কারণে প্রপার উদ্ধার ও করা যায়নি,এতে বহু যাত্রী মারাত্বক ভাবে হতাহত হওয়ার সম্ভাবনা আছে।",1,road accident,1,"['বান', 'দর']"
বান্দরবানের লামা-আলীকদম সড়কে আজ শুক্রবার (২৯ আগস্ট) সড়ক দুর্ঘটনায় পাঁচজন আহত হয়েছেন। আহতদের পরিচয় জানা যায়নি।,1,road accident,1,"['বান', 'দর', 'বানের', 'লামা', 'আলীকদম']"
"বান্দরবানের সুয়ালক বাজার ব্রিজের পাশে ভয়াবহ সিএনজি দু*র্ঘ*ট*না ঘটেছে। এ ঘটনায় দুইজন গুরুতর আহত হয়েছেন। তবে আহতদের নাম-পরিচয় এখনো পাওয়া যায়নি। স্থানীয়দের ধারণা, আহতরা সম্ভবত মনেয়াবাদ ও পুরানগড় এলাকার বাসিন্দা হতে পারেন।",1,road accident,1,"['বান', 'দর', 'বানের']"
